Microcuenca,Anio,Estado,Municipio,NomAgente,NomGenero,NomEspecie,NombreComun,AfectacionArborea,AfectacionRepoblado,Activo
GUADALUPE VICTORIA (SANTA LUCIA),2013,Chihuahua,Dr. Belisario Dominguez,Muerdago,Phoradendron,sp.,Muerdago,50,0,NO
GUADALUPE VICTORIA (SANTA LUCIA),2013,Chihuahua,Dr. Belisario Dominguez,Muerdago,Phoradendron,sp.,Muerdago,50,0,NO
CAHUISORI,2014,Chihuahua,Maguarichi,Muerdago,Phoradendron,sp.,Injerto,3,0,SI
CAHUISORI,2014,Chihuahua,Maguarichi,Muerdago,Phoradendron,sp.,Injerto,3,0,SI
CAHUISORI,2014,Chihuahua,Maguarichi,Muerdago,Phoradendron,sp.,Injerto,3,0,SI
CAHUISORI,2014,Chihuahua,Maguarichi,Muerdago,Phoradendron,sp.,Injerto,3,0,SI
09-027-18-007,2011,Chihuahua,Bocoyna,Descortezador,Dendroctonus,sp.,Descortezador,1,0,NO
09-027-18-007,2011,Chihuahua,Bocoyna,Descortezador,Dendroctonus,sp.,Descortezador,1,0,NO
09-027-18-007,2011,Chihuahua,Bocoyna,Descortezador,Dendroctonus,sp.,Descortezador,1,0,NO
09-027-18-007,2011,Chihuahua,Bocoyna,Descortezador,Dendroctonus,sp.,Descortezador,1,0,NO
09-027-18-007,2011,Chihuahua,Bocoyna,Muérdago,Arceuthobium,sp.,Muérdago,8,1,SI
09-027-18-007,2011,Chihuahua,Bocoyna,Muérdago,Arceuthobium,sp.,Muérdago,8,1,SI
09-027-18-007,2011,Chihuahua,Bocoyna,Muérdago,Arceuthobium,sp.,Muérdago,8,1,SI
09-027-18-007,2011,Chihuahua,Bocoyna,Muérdago,Arceuthobium,sp.,Muérdago,8,1,SI
HUEVACHI,2011,Chihuahua,Maguarichi,Muérdago,Arceuthobium,vaginatum,Muerdago,2,0,SI
HUEVACHI,2011,Chihuahua,Maguarichi,Muérdago,Arceuthobium,vaginatum,Muerdago,2,0,SI
HUEVACHI,2011,Chihuahua,Maguarichi,Muérdago,Arceuthobium,vaginatum,Muerdago,2,0,SI
HUEVACHI,2011,Chihuahua,Maguarichi,Muérdago,Arceuthobium,vaginatum,Muerdago,2,0,SI
EL PILONCILLO,2013,Chihuahua,Bocoyna,Muerdago,Phoradendron,sp.,Muerdago,2,1,SI
EL PILONCILLO,2013,Chihuahua,Bocoyna,Muerdago,Phoradendron,sp.,Muerdago,2,1,SI
EL PILONCILLO,2013,Chihuahua,Bocoyna,Muerdago,Phoradendron,sp.,Muerdago,2,1,SI
EL PILONCILLO,2013,Chihuahua,Bocoyna,Muerdago,Phoradendron,sp.,Muerdago,2,1,SI
CIENEGA DE OJOS AZULES,2010,Chihuahua,Carichi,Muérdago,Arceuthobium,sp.,Muérdago,2,1,SI
CIENEGA DE OJOS AZULES,2010,Chihuahua,Carichi,Muérdago,Arceuthobium,sp.,Muérdago,2,1,SI
CIENEGA DE OJOS AZULES,2010,Chihuahua,Carichi,Muérdago,Arceuthobium,sp.,Muérdago,2,1,SI
CIENEGA DE OJOS AZULES,2010,Chihuahua,Carichi,Muérdago,Arceuthobium,sp.,Muérdago,2,1,SI
CIENEGA DE OJOS AZULES,2011,Chihuahua,Carichi,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
CIENEGA DE OJOS AZULES,2011,Chihuahua,Carichi,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
CIENEGA DE OJOS AZULES,2011,Chihuahua,Carichi,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
CIENEGA DE OJOS AZULES,2011,Chihuahua,Carichi,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
reserva de la biosfera,2013,Baja California Sur,Mulege,Muerdago,Desconocido,sp.,Muerdago,15,0,SI
reserva de la biosfera,2013,Baja California Sur,Mulege,Muerdago,Desconocido,sp.,Muerdago,15,0,SI
reserva de la biosfera,2013,Baja California Sur,Mulege,Muerdago,Desconocido,sp.,Muerdago,15,0,SI
reserva de la biosfera,2013,Baja California Sur,Mulege,Muerdago,Desconocido,sp.,Muerdago,15,0,SI
ATAROS,2012,Chihuahua,Bocoyna,Barrenador,Conocido,sp.,Barrenador,3,0,SI
ATAROS,2012,Chihuahua,Bocoyna,Barrenador,Conocido,sp.,Barrenador,3,0,SI
ATAROS,2012,Chihuahua,Bocoyna,Barrenador,Conocido,sp.,Barrenador,3,0,SI
ATAROS,2012,Chihuahua,Bocoyna,Barrenador,Conocido,sp.,Barrenador,3,0,SI
CIENEGA DE OJOS AZULES,2013,Chihuahua,Carichi,Muerdago,Phoradendron,sp.,Muerdago,2,0,NO
CIENEGA DE OJOS AZULES,2013,Chihuahua,Carichi,Muerdago,Phoradendron,sp.,Muerdago,2,0,NO
CIENEGA DE OJOS AZULES,2013,Chihuahua,Carichi,Muerdago,Phoradendron,sp.,Muerdago,2,0,NO
CIENEGA DE OJOS AZULES,2013,Chihuahua,Carichi,Muerdago,Phoradendron,sp.,Muerdago,2,0,NO
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Maguarichi,Muérdago,Arceuthobium,sp.,Muerdago,5,0,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Maguarichi,Muérdago,Arceuthobium,sp.,Muerdago,5,0,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Maguarichi,Muérdago,Arceuthobium,sp.,Muerdago,5,0,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Maguarichi,Muérdago,Arceuthobium,sp.,Muerdago,5,0,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Maguarichi,Muérdago,Phoradendron,sp.,Muerdago,7,0,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Maguarichi,Muérdago,Phoradendron,sp.,Muerdago,7,0,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Maguarichi,Muérdago,Phoradendron,sp.,Muerdago,7,0,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Maguarichi,Muérdago,Phoradendron,sp.,Muerdago,7,0,SI
LA ESPERANZA,2010,Chihuahua,Carichi,Barrenador,Desconocido,sp.,Barrenador,2,0,SI
LA ESPERANZA,2010,Chihuahua,Carichi,Barrenador,Desconocido,sp.,Barrenador,2,0,SI
LA ESPERANZA,2010,Chihuahua,Carichi,Barrenador,Desconocido,sp.,Barrenador,2,0,SI
LA ESPERANZA,2010,Chihuahua,Carichi,Barrenador,Desconocido,sp.,Barrenador,2,0,SI
ARECHUYVO,2011,Chihuahua,Guazapares,Muérdago,Arceuthobium,sp.,Muerdago,30,0,SI
ARECHUYVO,2011,Chihuahua,Guazapares,Muérdago,Arceuthobium,sp.,Muerdago,30,0,SI
ARECHUYVO,2011,Chihuahua,Guazapares,Muérdago,Arceuthobium,sp.,Muerdago,30,0,SI
ARECHUYVO,2011,Chihuahua,Guazapares,Muérdago,Arceuthobium,sp.,Muerdago,30,0,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Bocoyna,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Bocoyna,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Bocoyna,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Bocoyna,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Bocoyna,Muérdago,Arceuthobium,sp.,Muérdago,3,1,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Bocoyna,Muérdago,Arceuthobium,sp.,Muérdago,3,1,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Bocoyna,Muérdago,Arceuthobium,sp.,Muérdago,3,1,SI
TALAYOTES (TALAYOTES DE LOS VOLCANES),2012,Chihuahua,Bocoyna,Muérdago,Arceuthobium,sp.,Muérdago,3,1,SI
Guachochi,2011,Chihuahua,Bocoyna,Muérdago,Arceuthobium,sp.,Muérdago,50,1,SI
Guachochi,2011,Chihuahua,Bocoyna,Muérdago,Arceuthobium,sp.,Muérdago,50,1,SI
Guachochi,2011,Chihuahua,Bocoyna,Muérdago,Arceuthobium,sp.,Muérdago,50,1,SI
Guachochi,2011,Chihuahua,Bocoyna,Muérdago,Arceuthobium,sp.,Muérdago,50,1,SI
OJO DEL BUEY,2011,Chihuahua,Guachochi,Muérdago,Arceuthobium,sp.,Muérdago,5,0,SI
OJO DEL BUEY,2011,Chihuahua,Guachochi,Muérdago,Arceuthobium,sp.,Muérdago,5,0,SI
OJO DEL BUEY,2011,Chihuahua,Guachochi,Muérdago,Arceuthobium,sp.,Muérdago,5,0,SI
OJO DEL BUEY,2011,Chihuahua,Guachochi,Muérdago,Arceuthobium,sp.,Muérdago,5,0,SI
La Mula,2011,Chihuahua,Guachochi,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
La Mula,2011,Chihuahua,Guachochi,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
La Mula,2011,Chihuahua,Guachochi,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
La Mula,2011,Chihuahua,Guachochi,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
GUAZIZACO,2011,Chihuahua,Guazapares,Defoliador,Desconocido,sp.,Defoliador,20,0,NO
GUAZIZACO,2011,Chihuahua,Guazapares,Defoliador,Desconocido,sp.,Defoliador,20,0,NO
GUAZIZACO,2011,Chihuahua,Guazapares,Defoliador,Desconocido,sp.,Defoliador,20,0,NO
GUAZIZACO,2011,Chihuahua,Guazapares,Defoliador,Desconocido,sp.,Defoliador,20,0,NO
Laguna Salada,2014,Baja California,Mexicali,Muerdago,Desconocido,sp.,Muérdago,10,5,SI
Laguna Salada,2014,Baja California,Mexicali,Muerdago,Desconocido,sp.,Muérdago,10,5,SI
Laguna Salada,2014,Baja California,Mexicali,Muerdago,Desconocido,sp.,Muérdago,10,5,SI
Laguna Salada,2014,Baja California,Mexicali,Muerdago,Desconocido,sp.,Muérdago,10,5,SI
Laguna Salada,2011,Baja California,Ensenada,Muérdago,Phoradendron,californicum,Toji,1,0,SI
Laguna Salada,2011,Baja California,Ensenada,Muérdago,Phoradendron,californicum,Toji,1,0,SI
Laguna Salada,2011,Baja California,Ensenada,Muérdago,Phoradendron,californicum,Toji,1,0,SI
Laguna Salada,2011,Baja California,Ensenada,Muérdago,Phoradendron,californicum,Toji,1,0,SI
Santa Isabel,2012,Baja California,Ensenada,Muérdago,Phoradendron,villosum,Toji,90,50,SI
Santa Isabel,2012,Baja California,Ensenada,Muérdago,Phoradendron,villosum,Toji,90,50,SI
Santa Isabel,2012,Baja California,Ensenada,Muérdago,Phoradendron,villosum,Toji,90,50,SI
Santa Isabel,2012,Baja California,Ensenada,Muérdago,Phoradendron,villosum,Toji,90,50,SI
Ejido Leyes de Reforma,2012,Baja California,Ensenada,Muérdago,Phoradendron,californicum,Toji,50,20,SI
Ejido Leyes de Reforma,2012,Baja California,Ensenada,Muérdago,Phoradendron,californicum,Toji,50,20,SI
Ejido Leyes de Reforma,2012,Baja California,Ensenada,Muérdago,Phoradendron,californicum,Toji,50,20,SI
Ejido Leyes de Reforma,2012,Baja California,Ensenada,Muérdago,Phoradendron,californicum,Toji,50,20,SI
SONOITA,2011,Sonora,General Plutarco Elias Calle,Muérdago,Phoradendron,californicum,Toji,1,1,SI
SONOITA,2011,Sonora,General Plutarco Elias Calle,Muérdago,Phoradendron,californicum,Toji,1,1,SI
SONOITA,2011,Sonora,General Plutarco Elias Calle,Muérdago,Phoradendron,californicum,Toji,1,1,SI
SONOITA,2011,Sonora,General Plutarco Elias Calle,Muérdago,Phoradendron,californicum,Toji,1,1,SI
HEROICA NOGALES,2010,Sonora,Nogales,Muérdago,Phoradendron,sp.,Toji,12,0,SI
HEROICA NOGALES,2010,Sonora,Nogales,Muérdago,Phoradendron,sp.,Toji,12,0,SI
HEROICA NOGALES,2010,Sonora,Nogales,Muérdago,Phoradendron,sp.,Toji,12,0,SI
HEROICA NOGALES,2010,Sonora,Nogales,Muérdago,Phoradendron,sp.,Toji,12,0,SI
EL DESIERTO DE SONORA,2011,Sonora,Altar,Muérdago,Phoradendron,californicum,Toji,2,0,SI
EL DESIERTO DE SONORA,2011,Sonora,Altar,Muérdago,Phoradendron,californicum,Toji,2,0,SI
EL DESIERTO DE SONORA,2011,Sonora,Altar,Muérdago,Phoradendron,californicum,Toji,2,0,SI
EL DESIERTO DE SONORA,2011,Sonora,Altar,Muérdago,Phoradendron,californicum,Toji,2,0,SI
DIECIOCHO DE AGOSTO (CORRAL DE PALOS),2013,Sonora,Agua Prieta,Barrenador,Desconocido,sp.,Barrenador,5,1,SI
DIECIOCHO DE AGOSTO (CORRAL DE PALOS),2013,Sonora,Agua Prieta,Barrenador,Desconocido,sp.,Barrenador,5,1,SI
DIECIOCHO DE AGOSTO (CORRAL DE PALOS),2013,Sonora,Agua Prieta,Barrenador,Desconocido,sp.,Barrenador,5,1,SI
DIECIOCHO DE AGOSTO (CORRAL DE PALOS),2013,Sonora,Agua Prieta,Barrenador,Desconocido,sp.,Barrenador,5,1,SI
HEROICA NOGALES,2010,Sonora,Nogales,Muérdago,Phoradendron,sp.,Toji,8,0,SI
HEROICA NOGALES,2010,Sonora,Nogales,Muérdago,Phoradendron,sp.,Toji,8,0,SI
HEROICA NOGALES,2010,Sonora,Nogales,Muérdago,Phoradendron,sp.,Toji,8,0,SI
HEROICA NOGALES,2010,Sonora,Nogales,Muérdago,Phoradendron,sp.,Toji,8,0,SI
HEROICA NOGALES,2010,Sonora,Imuris,Muérdago,Phoradendron,sp.,Muerdago,1,0,SI
HEROICA NOGALES,2010,Sonora,Imuris,Muérdago,Phoradendron,sp.,Muerdago,1,0,SI
HEROICA NOGALES,2010,Sonora,Imuris,Muérdago,Phoradendron,sp.,Muerdago,1,0,SI
HEROICA NOGALES,2010,Sonora,Imuris,Muérdago,Phoradendron,sp.,Muerdago,1,0,SI
CERESO NUEVO,2010,Sonora,Imuris,Muérdago,Phoradendron,sp.,Toji,5,0,SI
CERESO NUEVO,2010,Sonora,Imuris,Muérdago,Phoradendron,sp.,Toji,5,0,SI
CERESO NUEVO,2010,Sonora,Imuris,Muérdago,Phoradendron,sp.,Toji,5,0,SI
CERESO NUEVO,2010,Sonora,Imuris,Muérdago,Phoradendron,sp.,Toji,5,0,SI
MONTE VERDE (ALTAMIRA),2013,Sonora,Agua Prieta,Muerdago,Phoradendron,sp.,Muérdago,1,2,SI
MONTE VERDE (ALTAMIRA),2013,Sonora,Agua Prieta,Muerdago,Phoradendron,sp.,Muérdago,1,2,SI
MONTE VERDE (ALTAMIRA),2013,Sonora,Agua Prieta,Muerdago,Phoradendron,sp.,Muérdago,1,2,SI
MONTE VERDE (ALTAMIRA),2013,Sonora,Agua Prieta,Muerdago,Phoradendron,sp.,Muérdago,1,2,SI
MONTE VERDE (ALTAMIRA),2010,Chihuahua,Janos,Muérdago,Arceuthobium,sp.,Muerdago,2,0,SI
MONTE VERDE (ALTAMIRA),2010,Chihuahua,Janos,Muérdago,Arceuthobium,sp.,Muerdago,2,0,SI
MONTE VERDE (ALTAMIRA),2010,Chihuahua,Janos,Muérdago,Arceuthobium,sp.,Muerdago,2,0,SI
MONTE VERDE (ALTAMIRA),2010,Chihuahua,Janos,Muérdago,Arceuthobium,sp.,Muerdago,2,0,SI
TRES ALAMOS,2011,Chihuahua,Casas Grandes,Muérdago,Desconocido,sp.,Muerdago,20,0,SI
TRES ALAMOS,2011,Chihuahua,Casas Grandes,Muérdago,Desconocido,sp.,Muerdago,20,0,SI
TRES ALAMOS,2011,Chihuahua,Casas Grandes,Muérdago,Desconocido,sp.,Muerdago,20,0,SI
TRES ALAMOS,2011,Chihuahua,Casas Grandes,Muérdago,Desconocido,sp.,Muerdago,20,0,SI
09-027-02-080,2011,Sonora,Bacerac,Muérdago,Phoradendron,sp.,Toji,1,0,NO
09-027-02-080,2011,Sonora,Bacerac,Muérdago,Phoradendron,sp.,Toji,1,0,NO
09-027-02-080,2011,Sonora,Bacerac,Muérdago,Phoradendron,sp.,Toji,1,0,NO
09-027-02-080,2011,Sonora,Bacerac,Muérdago,Phoradendron,sp.,Toji,1,0,NO
LAZARO CARDENAS (OJO FRIO),2012,Chihuahua,Casas Grandes,Descortezador,Desconocido,sp.,Descortezador,0,65,SI
LAZARO CARDENAS (OJO FRIO),2012,Chihuahua,Casas Grandes,Descortezador,Desconocido,sp.,Descortezador,0,65,SI
LAZARO CARDENAS (OJO FRIO),2012,Chihuahua,Casas Grandes,Descortezador,Desconocido,sp.,Descortezador,0,65,SI
LAZARO CARDENAS (OJO FRIO),2012,Chihuahua,Casas Grandes,Descortezador,Desconocido,sp.,Descortezador,0,65,SI
LA CUEVA,2012,Sonora,Opodepe,Descortezador,Conocido,sp.,Toji,5,0,SI
LA CUEVA,2012,Sonora,Opodepe,Descortezador,Conocido,sp.,Toji,5,0,SI
LA CUEVA,2012,Sonora,Opodepe,Descortezador,Conocido,sp.,Toji,5,0,SI
LA CUEVA,2012,Sonora,Opodepe,Descortezador,Conocido,sp.,Toji,5,0,SI
SAN QUINTIN,2013,Sonora,Bacadehuachi,Descortezador,Desconocido,sp.,Descortezador,10,0,SI
SAN QUINTIN,2013,Sonora,Bacadehuachi,Descortezador,Desconocido,sp.,Descortezador,10,0,SI
SAN QUINTIN,2013,Sonora,Bacadehuachi,Descortezador,Desconocido,sp.,Descortezador,10,0,SI
SAN QUINTIN,2013,Sonora,Bacadehuachi,Descortezador,Desconocido,sp.,Descortezador,10,0,SI
34-137-04-033,2013,Chihuahua,Casas Grandes,Muerdago,Phoradendron,sp.,muerdago,2,1,SI
34-137-04-033,2013,Chihuahua,Casas Grandes,Muerdago,Phoradendron,sp.,muerdago,2,1,SI
34-137-04-033,2013,Chihuahua,Casas Grandes,Muerdago,Phoradendron,sp.,muerdago,2,1,SI
34-137-04-033,2013,Chihuahua,Casas Grandes,Muerdago,Phoradendron,sp.,muerdago,2,1,SI
SECCION EL ORO,2012,Chihuahua,Madera,Barrenador,Desconocido,sp.,Barrenador,20,0,SI
SECCION EL ORO,2012,Chihuahua,Madera,Barrenador,Desconocido,sp.,Barrenador,20,0,SI
SECCION EL ORO,2012,Chihuahua,Madera,Barrenador,Desconocido,sp.,Barrenador,20,0,SI
SECCION EL ORO,2012,Chihuahua,Madera,Barrenador,Desconocido,sp.,Barrenador,20,0,SI
SECCION EL ORO,2012,Chihuahua,Madera,Descortezador,Desconocido,sp.,Descortezador,2,0,SI
SECCION EL ORO,2012,Chihuahua,Madera,Descortezador,Desconocido,sp.,Descortezador,2,0,SI
SECCION EL ORO,2012,Chihuahua,Madera,Descortezador,Desconocido,sp.,Descortezador,2,0,SI
SECCION EL ORO,2012,Chihuahua,Madera,Descortezador,Desconocido,sp.,Descortezador,2,0,SI
JECORI,2010,Sonora,Moctezuma,Muérdago,Phoradendron,sp.,TOJI,1,0,SI
JECORI,2010,Sonora,Moctezuma,Muérdago,Phoradendron,sp.,TOJI,1,0,SI
JECORI,2010,Sonora,Moctezuma,Muérdago,Phoradendron,sp.,TOJI,1,0,SI
JECORI,2010,Sonora,Moctezuma,Muérdago,Phoradendron,sp.,TOJI,1,0,SI
LLANO DE LOS CRISTIANOS,2010,Chihuahua,Ignacio Zaragoza,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
LLANO DE LOS CRISTIANOS,2010,Chihuahua,Ignacio Zaragoza,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
LLANO DE LOS CRISTIANOS,2010,Chihuahua,Ignacio Zaragoza,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
LLANO DE LOS CRISTIANOS,2010,Chihuahua,Ignacio Zaragoza,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
COLONIA EL VALLE,2010,Chihuahua,Buenaventura,Muérdago,Desconocido,sp.,Muerdago,2,0,SI
COLONIA EL VALLE,2010,Chihuahua,Buenaventura,Muérdago,Desconocido,sp.,Muerdago,2,0,SI
COLONIA EL VALLE,2010,Chihuahua,Buenaventura,Muérdago,Desconocido,sp.,Muerdago,2,0,SI
COLONIA EL VALLE,2010,Chihuahua,Buenaventura,Muérdago,Desconocido,sp.,Muerdago,2,0,SI
34-137-04-044,2010,Chihuahua,Ignacio Zaragoza,Barrenador,Desconocido,sp.,Barrenador,2,0,SI
34-137-04-044,2010,Chihuahua,Ignacio Zaragoza,Barrenador,Desconocido,sp.,Barrenador,2,0,SI
34-137-04-044,2010,Chihuahua,Ignacio Zaragoza,Barrenador,Desconocido,sp.,Barrenador,2,0,SI
34-137-04-044,2010,Chihuahua,Ignacio Zaragoza,Barrenador,Desconocido,sp.,Barrenador,2,0,SI
34-137-04-044,2010,Chihuahua,Ignacio Zaragoza,Descortezador,Desconocido,sp.,Descortezador,2,0,SI
34-137-04-044,2010,Chihuahua,Ignacio Zaragoza,Descortezador,Desconocido,sp.,Descortezador,2,0,SI
34-137-04-044,2010,Chihuahua,Ignacio Zaragoza,Descortezador,Desconocido,sp.,Descortezador,2,0,SI
34-137-04-044,2010,Chihuahua,Ignacio Zaragoza,Descortezador,Desconocido,sp.,Descortezador,2,0,SI
34-137-04-044,2010,Chihuahua,Ignacio Zaragoza,Muérdago,Desconocido,sp.,Muérdago,2,0,SI
34-137-04-044,2010,Chihuahua,Ignacio Zaragoza,Muérdago,Desconocido,sp.,Muérdago,2,0,SI
34-137-04-044,2010,Chihuahua,Ignacio Zaragoza,Muérdago,Desconocido,sp.,Muérdago,2,0,SI
34-137-04-044,2010,Chihuahua,Ignacio Zaragoza,Muérdago,Desconocido,sp.,Muérdago,2,0,SI
PALANGANAS,2012,Chihuahua,Madera,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
PALANGANAS,2012,Chihuahua,Madera,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
PALANGANAS,2012,Chihuahua,Madera,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
PALANGANAS,2012,Chihuahua,Madera,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
ALVARO OBREGON (EL BORREGO),2012,Chihuahua,Gomez Farias,Muérdago,Phoradendron,sp.,Muérdago,2,0,NO
ALVARO OBREGON (EL BORREGO),2012,Chihuahua,Gomez Farias,Muérdago,Phoradendron,sp.,Muérdago,2,0,NO
ALVARO OBREGON (EL BORREGO),2012,Chihuahua,Gomez Farias,Muérdago,Phoradendron,sp.,Muérdago,2,0,NO
ALVARO OBREGON (EL BORREGO),2012,Chihuahua,Gomez Farias,Muérdago,Phoradendron,sp.,Muérdago,2,0,NO
SAN LORENZO,2011,Chihuahua,Namiquipa,Muérdago,Phoradendron,sp.,Muerdago,10,1,SI
SAN LORENZO,2011,Chihuahua,Namiquipa,Muérdago,Phoradendron,sp.,Muerdago,10,1,SI
SAN LORENZO,2011,Chihuahua,Namiquipa,Muérdago,Phoradendron,sp.,Muerdago,10,1,SI
SAN LORENZO,2011,Chihuahua,Namiquipa,Muérdago,Phoradendron,sp.,Muerdago,10,1,SI
34-137-04-056,2011,Chihuahua,Gomez Farias,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
34-137-04-056,2011,Chihuahua,Gomez Farias,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
34-137-04-056,2011,Chihuahua,Gomez Farias,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
34-137-04-056,2011,Chihuahua,Gomez Farias,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
34-135-02-024,2012,Chihuahua,Namiquipa,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
34-135-02-024,2012,Chihuahua,Namiquipa,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
34-135-02-024,2012,Chihuahua,Namiquipa,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
34-135-02-024,2012,Chihuahua,Namiquipa,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
SANTA INES DOS (LOS PINITOS),2013,Sonora,Hermosillo,Muerdago,Desconocido,sp.,Muerdago,2,0,SI
SANTA INES DOS (LOS PINITOS),2013,Sonora,Hermosillo,Muerdago,Desconocido,sp.,Muerdago,2,0,SI
SANTA INES DOS (LOS PINITOS),2013,Sonora,Hermosillo,Muerdago,Desconocido,sp.,Muerdago,2,0,SI
SANTA INES DOS (LOS PINITOS),2013,Sonora,Hermosillo,Muerdago,Desconocido,sp.,Muerdago,2,0,SI
SAN JOSE DE GRACIA,2011,Sonora,Mazatan,Muérdago,Phoradendron,sp.,Toji,15,0,SI
SAN JOSE DE GRACIA,2011,Sonora,Mazatan,Muérdago,Phoradendron,sp.,Toji,15,0,SI
SAN JOSE DE GRACIA,2011,Sonora,Mazatan,Muérdago,Phoradendron,sp.,Toji,15,0,SI
SAN JOSE DE GRACIA,2011,Sonora,Mazatan,Muérdago,Phoradendron,sp.,Toji,15,0,SI
AGUA AMARILLA,2011,Chihuahua,Madera,Muérdago,Arceuthobium,sp.,Muerdago,2,0,SI
AGUA AMARILLA,2011,Chihuahua,Madera,Muérdago,Arceuthobium,sp.,Muerdago,2,0,SI
AGUA AMARILLA,2011,Chihuahua,Madera,Muérdago,Arceuthobium,sp.,Muerdago,2,0,SI
AGUA AMARILLA,2011,Chihuahua,Madera,Muérdago,Arceuthobium,sp.,Muerdago,2,0,SI
TRES OJITOS,2012,Chihuahua,Temosachi,Muérdago,Phoradendron,sp.,Muerdago,10,0,SI
TRES OJITOS,2012,Chihuahua,Temosachi,Muérdago,Phoradendron,sp.,Muerdago,10,0,SI
TRES OJITOS,2012,Chihuahua,Temosachi,Muérdago,Phoradendron,sp.,Muerdago,10,0,SI
TRES OJITOS,2012,Chihuahua,Temosachi,Muérdago,Phoradendron,sp.,Muerdago,10,0,SI
EL TERRERO,2012,Chihuahua,Namiquipa,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
EL TERRERO,2012,Chihuahua,Namiquipa,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
EL TERRERO,2012,Chihuahua,Namiquipa,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
EL TERRERO,2012,Chihuahua,Namiquipa,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
CHAMADA,2013,Sonora,Sahuaripa,Barrenador,Desconocido,sp.,Barrenador,10,0,NO
CHAMADA,2013,Sonora,Sahuaripa,Barrenador,Desconocido,sp.,Barrenador,10,0,NO
CHAMADA,2013,Sonora,Sahuaripa,Barrenador,Desconocido,sp.,Barrenador,10,0,NO
CHAMADA,2013,Sonora,Sahuaripa,Barrenador,Desconocido,sp.,Barrenador,10,0,NO
SANTA ANA (OSCAR SOTO MAYNEZ),2012,Chihuahua,Guerrero,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
SANTA ANA (OSCAR SOTO MAYNEZ),2012,Chihuahua,Guerrero,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
SANTA ANA (OSCAR SOTO MAYNEZ),2012,Chihuahua,Guerrero,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
SANTA ANA (OSCAR SOTO MAYNEZ),2012,Chihuahua,Guerrero,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
La Laguna,2010,Baja California,Ensenada,Muérdago,Desconocido,sp.,Toji,10,0,SI
La Laguna,2010,Baja California,Ensenada,Muérdago,Desconocido,sp.,Toji,10,0,SI
